text,sentiment
finnish glass technology company glaston oyj abp net profit decreased mln euro mln first nine months mln euro mln period,neutral
city spirits sink diageo comes short sales slide,negative
operating loss increased eur mn loss eur mn,neutral
alexandria va june michael g williams newbury park calif developed network device,neutral
olvi posted strong set figures first six months year,positive
stanchart rbs struggle bank england stress tests,negative
beginning year wartsila secured order deliver four gasfuelled main engines propulsion machinery vessel,positive
januarynovember group sales totalled eur mn drop period,negative
glaxosmithkline targets growth across units scraps viiv ipo,positive
bhp billiton share price brazil sue samarco bn,negative
comes complete lcd touch screen system selection chosen function prices start around pounds mark,neutral
revenue quarter fell percent euro billion compared year earlier,neutral
split company would series shares series k shares,neutral
le coq special developed bicentenary company trade mark brewer said,neutral
arcelormittal chief executive officer lakshmi mittal already cut output furnaces,neutral
operating profit fell eur mn eur mn,neutral
bridge part highway development project,neutral
kesko agro lietuva agricultural machinery grain trader another member kesko group boosted sales percent million euros vat inclusive,positive
adpnews dec finnish cutlery hand tools maker fiskars oyj abp hel fisas said today make redundant total office management staff members subsidiary iittala group ltd,negative
metso foundries jyvaskyla oy discontinue production line september,neutral
sale price disclosed,neutral
helsinki afx retail wholesale group kesko reported net sales mln eur february increase pct yearonyear,positive
february new wording identity documents act makes mobile id stateapproved electronic document february st entered force,neutral
antti orkola president kemira growhow industrial solutions unit told thomson financial news company put opening mine prices phosphate quite depressed long time,negative
alone,neutral
february finlandbased steel maker rautaruukki oyj hel rtrks ruukki said today slipped largerthanexpected pretax loss eurm fourth quarter yearearlier profit eurm,negative
